"vessel_code","datetime","latitude","longitude","power","fuel_consumption","actual_speed_overground","proposed_speed_overground","predicted_fuel_consumption"
"3001","2023-10-06 05:03:00","44.4852409362793","-50.8691902160645","5049.56","17.053","8.59998","9.24261746257543","16.4202115986496"
"19310","2023-10-06 05:03:00",NULL,NULL,NULL,NULL,NULL,NULL,"0"
"3001","2023-10-06 05:04:00","44.4838981628418","-50.8663635253906","5322.77","18.2187","8.61998","9.58567223865539","16.790139580518"
"3001","2023-10-06 05:05:00","44.4826202392578","-50.8634910583496","5441.98","18.032","8.61998","7.94980536289513","17.7089603574947"
"3001","2023-10-06 05:06:00","44.4812278747559","-50.8607215881348","5250.13","17.9548","8.61998","8.58216746784747","16.5042082475498"
"3001","2023-10-06 05:07:00","44.4796714782715","-50.8580894470215","4962.51","16.433","8.75998","9.72421054150909","15.7021559396759"
"3001","2023-10-06 05:08:00","44.4780311584473","-50.8555564880371","4839.85","15.7693","8.73999","9.58111054431647","14.884604630433"
"3001","2023-10-06 05:09:00","44.476432800293","-50.8529815673828","4893.58","16.211","8.63998","9.13460345920175","16.1394676262513"
"3001","2023-10-06 05:10:00","44.4749488830566","-50.8502998352051","4970.68","16.7205","8.69999","8.13549984786659","16.3446577707306"
"3001","2023-10-06 05:11:00","44.4735336303711","-50.847541809082","5216.17","17.3018","8.59998","8.7691506061703","16.9462459612638"
"3001","2023-10-06 05:12:00","44.4721298217773","-50.8447608947754","5313.62","17.8545","8.63998","8.12182109225541","16.6602465998381"
"3001","2023-10-06 05:13:00","44.4706954956055","-50.8420257568359","5273.55","18.0488","8.75998","9.04979868773371","18.136755040288"
"3001","2023-10-06 05:14:00","44.4691734313965","-50.8393592834473","5024.85","16.0535","8.79998","9.67179721388966","14.790907987766"
"19310","2023-10-06 05:14:00",NULL,NULL,NULL,NULL,NULL,NULL,"0"
"3001","2023-10-06 05:15:00","44.4675750732422","-50.8367576599121","5005.54","17.0875","8.79998","8.70960666127503","15.7611737627536"
"3001","2023-10-06 05:16:00","44.4659233093262","-50.8341865539551","4953.36","16.4773","8.89999","9.71250184513628","14.8878499636427"
"3001","2023-10-06 05:17:00","44.4643173217773","-50.83154296875","4817.2","16.6418","8.79998","9.4762753739953","16.13607469704"
"3001","2023-10-06 05:18:00","44.4627571105957","-50.8288612365723","4994.03","16.719","8.79998","9.69596815090626","15.5668409898877"
"3001","2023-10-06 05:19:00","44.4613304138184","-50.8260459899902","5242.28","18.5255","8.79998","8.06925534810871","18.4183863246813"
"3001","2023-10-06 05:20:00","44.4599609375","-50.823184967041","5309.02","17.5347","8.83998","9.18066245112568","16.8939089024439"
"3001","2023-10-06 05:21:00","44.4585227966309","-50.8203735351562","5277.16","16.5655","8.89999","9.38997238762677","16.3091740099713"
"3001","2023-10-06 05:22:00","44.4569549560547","-50.8176498413086","5162.28","17.473","8.91999","9.36303549334407","16.7764677213505"
"3001","2023-10-06 05:23:00","44.4552612304688","-50.8149681091309","4920.72","16.8005","8.99998","9.28027166873217","15.3581099774688"
"3001","2023-10-06 05:24:00","44.4536094665527","-50.8123321533203","4867.19","15.8923","8.99998","8.45970046781003","15.6104922223836"
"19310","2023-10-06 05:24:00",NULL,NULL,NULL,NULL,NULL,NULL,"0.0663368687033654"
"3001","2023-10-06 05:25:00","44.4520263671875","-50.8095970153809","4946.16","16.6495","8.95998","8.54592890832573","15.5409897793084"
"3001","2023-10-06 05:26:00","44.4505462646484","-50.8067588806152","5176.08","17.3825","8.91999","9.73571799490601","15.8484117988497"
"3001","2023-10-06 05:27:00","44.4491195678711","-50.8038864135742","5157.11","17.4085","8.95998","9.08325882144272","16.2445496836677"
"3001","2023-10-06 05:28:00","44.4476585388184","-50.8010406494141","5247.96","17.4703","8.99998","8.43334969487041","16.5783337963745"
